alim_grp_nom_fr;alim_ssgrp_nom_fr;alim_ssssgrp_nom_fr;alim_nom_fr;Energie. Règlement UE N° 1169/2011 (kcal/100 g);Protéines. N x facteur de Jones (g/100 g);Glucides (g/100 g);Lipides (g/100 g);Viande;Riche Glucide;Riche Lipide
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Feta AOP;285;15.1;0.65;24.3;false;false;true
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Specialite fromagere non affinee environ 25% MG, type fromage en barquette a tartiner ou coque fromagere;255;5.36;4.24;23.9;false;false;true
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Specialite fromagere non affinee a tartiner environ 30-40 % MG aromatisee (ex: ail et fines herbes);366;7.66;4.24;35.3;false;false;true
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;Mozzarella au lait de vache;227;16.5;0.75;17.7;false;false;true
produits laitiers et assimilés;fromages et assimilés;autres fromages et spécialités;"Mozzarella au lait de bufflonne ou buflesse (""di bufala"")";260;14.5;0.24;22.3;false;false;true
produits laitiers et assimilés;fromages et assimilés;substituts de fromages pour végétariens;Specialite vegetale type fromage a tartiner, au soja, preemballee;175;11.7;1.05;13.1;false;false;true
produits laitiers et assimilés;fromages et assimilés;substituts de fromages pour végétariens;Specialite vegetale type fromage, a la noix de cajou, preemballee;441;14.5;15.2;35.3;false;false;true
produits laitiers et assimilés;fromages et assimilés;substituts de fromages pour végétariens;Specialite vegetale type fromage en tranche ou rape, sans soja, preemballee;272;0.5;21.2;20.1;false;true;false
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme de lait ou specialite a base de creme legere, teneur en matiere grasse inconnue (aliment moyen);269;2.88;2.87;26;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme de lait, 30% MG, epaisse, rayon frais;304;3;2.8;30.7;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme de lait, 30% MG, semi-epaisse, UHT;297;2.49;1.94;30.7;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme chantilly, sous pression, UHT;308;2.11;10.6;28.2;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme de lait, 15 a 20% MG, legere, semi-epaisse, UHT;194;2.62;2.89;18.7;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Creme de lait, 15 a 20% MG, legere, epaisse, rayon frais;166;2.81;3;15.3;false;false;true
produits laitiers et assimilés;crèmes et spécialités à base de crème;-;Specialite a base de creme legere 8% MG, fluide ou epaisse;76.2;3.25;5.28;4.3;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatee biscuitee;523;6.14;60.5;28.1;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatee non biscuitee enrobee;496;3.7;66.4;24.1;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Barre a la noix de coco, enrobee de chocolat;475;3.88;60.2;23.8;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait, tablette;537;7.5;55.6;30.8;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Barres ou confiserie chocolatees au lait;551;8.75;50.9;34.2;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat au lait sans sucres ajoutes, avec edulcorants, tablette;487;5.75;54.2;34.6;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir sans sucres ajoutes, avec edulcorants, en tablette;525;8.48;34.1;42.3;false;false;true
produits sucrés;chocolats et produits à base de chocolat;-;Confiserie au chocolat drageifiee;505;5.49;65;24.3;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Cacahuetes enrobees de chocolat drageifiees;499;9.5;55.9;25;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;567;8.69;40.7;39;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolatee aux fruits secs;494;7.23;57.6;26;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat noir a 70% cacao minimum, extra, degustation, tablette;591;10.4;26.9;46.3;false;false;true
produits sucrés;chocolats et produits à base de chocolat;-;Barre chocolat au lait avec nougat;532;5.8;60.5;29;false;true;false
produits sucrés;chocolats et produits à base de chocolat;-;Chocolat, en tablette (aliment moyen);557;7.81;45.3;36.1;false;true;false
produits sucrés;confiseries non chocolatées;-;Chewing-gum, sucre;372;0.5;90.6;0.32;false;true;false
produits sucrés;confiseries non chocolatées;-;Pate de fruits;336;1.69;76.6;1.8;false;true;false
produits sucrés;confiseries non chocolatées;-;Marron glace;324;0.94;79.5;0.5;false;true;false
produits sucrés;confiseries non chocolatées;-;Fruit confit;298;0.5;72.3;0.3;false;true;false
produits sucrés;confiseries non chocolatées;-;Chewing-gum, sans sucre;228;0.69;78.1;0.45;false;true;false
produits sucrés;confiseries non chocolatées;-;Calissons d'Aix en Provence;440;7.88;60.3;18;false;true;false
produits sucrés;confiseries non chocolatées;-;Chewing-gum, teneur en sucre inconnue (aliment moyen);279;0.53;82.5;0.41;false;true;false
produits sucrés;confitures et assimilés;-;Confiture ou Marmelade, tout type de fruits, teneur en sucre inconnue (aliment moyen);228;0.37;56.5;0.29;false;true;false
produits sucrés;confitures et assimilés;-;Confiture ou Marmelade, tout type de fruits (aliment moyen);249;0.29;60.2;0.31;false;true;false
produits sucrés;confitures et assimilés;-;Confiture de fraise (extra ou classique);251;0.5;60.5;0.5;false;true;false
produits sucrés;confitures et assimilés;-;Confiture d'abricot (extra ou classique);247;0.5;59.7;0.3;false;true;false
produits sucrés;confitures et assimilés;-;Marmelade d'orange;246;0.5;59.3;0.4;false;true;false
produits sucrés;confitures et assimilés;-;Confiture de myrtilles (extra ou classique);246;0.5;58.9;0.4;false;true;false
produits sucrés;confitures et assimilés;-;Gelee de groseille (extra ou classique);246;0.5;59.6;0.3;false;true;false
produits sucrés;confitures et assimilés;-;Confiture, tout type de fruits, allegee en sucres (extra ou classique);162;0.75;38;0.3;false;true;false
produits sucrés;viennoiseries;-;Pain brioche ou viennois;356;9.76;55.5;9.38;false;true;false
produits sucrés;viennoiseries;-;Viennoiserie (aliment moyen);380;7.77;49.1;16.2;false;true;false
produits sucrés;viennoiseries;-;Croissant, sans precision;375;6.65;40.4;20;false;true;false
produits sucrés;viennoiseries;-;Croissant ordinaire, artisanal;412;6.33;47.6;21.1;false;true;false
produits sucrés;viennoiseries;-;Croissant au beurre, artisanal;420;6.61;45.7;22.6;false;true;false
produits sucrés;viennoiseries;-;Croissant aux amandes, artisanal;446;7.62;35.9;29.1;false;true;false
produits sucrés;viennoiseries;-;Pain au lait, artisanal;382;8.55;50.6;15.4;false;true;false
produits sucrés;viennoiseries;-;Pain au lait, preemballe;359;8.94;52.2;12.3;false;true;false
produits sucrés;viennoiseries;-;Pain au lait aux pepites de chocolat, preemballe;369;8.51;52;13.5;false;true;false
produits sucrés;viennoiseries;-;Pain aux raisins (viennoiserie);333;5.11;55.9;9;false;true;false
produits sucrés;viennoiseries;-;Pain au chocolat feuillete, artisanal;423;7.47;45.4;22.5;false;true;false
produits sucrés;viennoiseries;-;Pain au chocolat, preemballe;425;6.9;46.8;22.3;false;true;false
produits sucrés;viennoiseries;-;Brioche (ou briochettes) aux pepites de chocolat, preemballee;348;8.56;51.6;11.2;false;true;false
produits sucrés;viennoiseries;-;Brioche fourree au chocolat;351;7.47;53.2;11.6;false;true;false
produits sucrés;viennoiseries;-;Brioche fourree aux fruits, preemballee;346;6.9;50.5;12.1;false;true;false
produits sucrés;viennoiseries;-;"Brioche fourree creme patissiere (type ""chinois""), preemballee";300;6.22;49.2;8.41;false;true;false
produits sucrés;viennoiseries;-;Brioche, preemballee;354;8.13;52.7;11.8;false;true;false
produits sucrés;viennoiseries;-;Brioche, sans precision;401;11.3;46;19.1;false;true;false
produits sucrés;viennoiseries;-;Brioche, de boulangerie traditionnelle;374;9.81;49.2;14.7;false;true;false
produits sucrés;viennoiseries;-;Couronne de Noël (Brioche) aux fruits confits, preemballee;355;7.2;53.3;12.3;false;true;false
produits sucrés;viennoiseries;-;Brioche pur beurre, preemballee;366;8;51.6;14;false;true;false
produits sucrés;viennoiseries;-;Chouquette;381;7.76;42.6;18.6;false;true;false
produits sucrés;viennoiseries;-;Chausson aux pommes;338;4.17;36.6;18.7;false;true;false
produits sucrés;biscuits sucrés;-;Biscuit aux cereales pour petit dejeuner, enrichis en vitamines et mineraux;445;7.44;67.7;15.7;false;true;false
produits sucrés;biscuits sucrés;-;Biscuit sec fourre fruits a coque (non ou legerement chocolate);511;5.5;59.8;27.2;false;true;false
produits sucrés;biscuits sucrés;-;Florentin (biscuit sec sucre chocolate aux amandes);514;9.31;50.7;28.7;false;true;false
produits sucrés;biscuits sucrés;-;Gaufrette, fourree vanille, preemballee;538;5.75;60.1;30.1;false;true;false
produits sucrés;biscuits sucrés;-;Biscuit sec ou tuile, aux amandes;471;7.8;68;18.1;false;true;false
produits sucrés;biscuits sucrés;-;Biscuit sec type tuile, aux fruits;384;5.43;74.9;8.28;false;true;false
produits sucrés;biscuits sucrés;-;Biscuit sec (genoise) nappage aux fruits, type barquette;341;4.44;74.4;2.1;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Grains de ble souffles au miel ou caramel, enrichis en vitamines et mineraux;391;8;82.2;2.2;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner chocolatees, non fourrees, enrichies en vitamines et mineraux;408;8.13;70.4;8.9;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner riches en fibres, avec ou sans fruits, enrichies en vitamines et mineraux;360;11.5;59.3;4.42;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner (aliment moyen);398;7.78;75.3;6.08;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Muesli (aliment moyen);418;7.49;66.6;12.2;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Petales de mais natures, enrichis en vitamines et mineraux;377;7.4;83.2;0.87;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Riz souffle nature, enrichi en vitamines et mineraux;391;6.66;87;1.5;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner riches en fibres, au chocolat, enrichies en vitamines et mineraux;386;10.7;64;6.75;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Petales de ble chocolates, enrichis en vitamines et mineraux;388;9.04;77.7;3.24;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Petales de ble chocolates (non enrichis en vitamines et mineraux);388;8.48;80.1;2.64;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Riz souffle chocolate (non enrichi en vitamines et mineraux);388;6.01;84.2;2.2;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales chocolatees pour petit dejeuner, non fourrees, (non enrichies en vitamines et mineraux);386;7.73;79.6;2.93;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Petales de mais natures (non enrichis en vitamines et mineraux);380;8.14;82.8;1.05;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner fourrees au chocolat ou chocolat-noisettes, enrichies en vitamines et mineraux;433;7.81;69.2;13;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner fourrees au chocolat ou chocolat-noisettes;442;7.33;67.2;14.8;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner fourrees, fourrage autre que chocolat, enrichies en vitamines et mineraux;419;8.42;64.7;13.3;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" nature ou au miel, enrichies en vitamines et mineraux";382;11.4;78.6;1.65;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" au chocolat, enrichies en vitamines et mineraux";394;7.5;73.9;5.9;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" aux fruits, enrichies en vitamines et mineraux";378;10.5;77.9;1.74;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" aux fruits secs (a coque), enrichis en vitamines et mineraux";394;8.91;75.5;4.93;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" au chocolat (non enrichies en vitamines et mineraux)";411;10.3;74.6;7.01;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" aux fruits (non enrichies en vitamines et mineraux)";378;10.5;78.7;1.4;false;true;false
produits sucrés;céréales de petit-déjeuner;-;"Cereales pour petit dejeuner ""equilibre"" nature (non enrichies en vitamines et mineraux)";379;11.3;79;1.25;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner, enrichies en vitamines et mineraux (aliment moyen);401;7.51;75;6.77;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Cereales pour petit dejeuner, non enrichies en vitamines et mineraux (aliment moyen);388;8.23;79.2;3.24;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Petales de mais glaces au sucre (non enrichis en vitamines et mineraux);379;4.4;88;0.6;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant aux fruits et/ou fruits secs, graines (non enrichi en vitamines et mineraux);436;8.88;59.7;16.7;false;true;false
produits sucrés;céréales de petit-déjeuner;-;Muesli croustillant au chocolat (non enrichi en vitamines et mineraux);442;8.57;63.2;16.7;false;true;false
